age,monthly_avg_access_days,weekly_avg_access_days,weight_records,sleep_records,food_records,menstruation_records
27,19,5,65,136,88,5
40,20,5,6,102,4,1
23,18,4,23,156,65,3
20,10,3,10,32,13,1
25,21,5,2,151,13,1
36,24,6,109,143,1,5
20,23,6,152,137,88,7
30,16,4,90,105,208,0
40,21,5,80,133,6,6
36,24,5,245,291,147,25
43,19,4,151,345,155,1
56,22,5,423,618,416,1
49,14,4,1,39,0,0
28,19,4,95,169,47,27
44,27,6,203,544,2,22
37,29,6,414,0,0,19
42,12,5,29,50,93,2
35,28,6,76,470,192,18
36,27,6,447,440,488,14
42,27,6,384,424,21,0
42,27,6,52,399,22,2
29,11,3,19,370,18,15
53,24,5,188,454,18,1
60,28,6,316,538,259,0
30,14,4,16,303,16,1
27,16,4,12,213,87,8
35,27,6,572,328,1289,9
52,27,6,266,256,1125,1
42,23,5,170,220,186,1
40,26,6,321,197,0,13
32,23,5,281,423,359,0
29,21,5,148,258,7,14
31,27,6,286,387,284,1
55,15,3,4,161,3,0
35,27,6,279,310,141,10
50,22,5,2,245,6,2
52,27,6,532,275,545,1
47,20,5,5,243,77,11
55,12,3,30,240,12,0
55,28,6,282,281,263,0
27,20,4,58,219,183,8
30,25,6,58,148,413,7
41,23,6,159,258,106,4
30,19,4,12,159,6,1
52,25,6,137,163,230,5
35,26,6,191,156,301,6
36,13,4,34,39,85,6
21,21,5,1,147,0,2
33,19,5,114,140,150,6
17,21,6,127,172,282,5
21,19,5,69,122,300,6
26,22,5,70,125,62,6
37,10,3,12,20,4,1
42,26,6,107,240,379,6
33,23,6,85,120,285,5
38,20,5,91,2,2,4
30,17,4,8,99,41,2
48,22,6,81,96,0,5
25,15,4,115,67,0,0
49,20,5,95,150,1,0
23,8,2,214,6,48,15
46,17,4,59,379,18,10
27,9,3,111,202,5,10
40,26,6,175,580,82,25
37,19,6,139,105,343,4
27,8,2,4,533,23,2
32,17,4,98,529,175,25
41,8,3,202,102,306,1
40,16,4,120,396,212,17
54,8,3,74,104,127,0
39,10,3,111,341,34,5
35,20,4,191,471,266,17
36,14,3,94,435,26,9
56,28,6,243,0,7,0
41,27,6,441,441,1577,18
44,5,2,5,325,0,19
24,7,3,97,367,61,12
47,19,5,355,672,52,0
57,10,3,34,305,77,0
37,25,6,12,145,1,14
34,27,6,126,408,58,14
26,18,4,247,385,215,14
41,25,6,434,358,686,12
58,12,3,31,131,12,0
33,22,5,1,104,0,1
48,26,6,277,336,34,5
46,27,6,87,305,49,0
45,21,5,24,304,8,0
37,25,6,260,299,76,10
39,9,3,92,314,1,13
61,28,6,313,282,209,0
60,28,6,306,312,801,25
49,28,6,427,310,888,2
45,22,5,193,307,316,13
41,26,6,16,299,340,0
57,22,5,5,256,20,0
60,21,5,188,289,6,0
51,25,6,216,235,323,9
31,18,4,39,203,94,9
40,25,6,198,210,280,2
19,15,5,61,62,125,1
29,24,6,173,171,649,8
31,22,6,38,162,15,5
30,22,5,22,156,206,5
60,24,6,125,167,9,0
31,19,4,22,152,30,1
37,22,5,121,155,107,4
28,9,3,5,192,56,22
35,9,3,42,35,5,2
40,21,5,271,259,112,8
27,2,1,6,9,7,1
52,11,3,1,1,0,0
37,11,3,92,208,1,1
53,28,6,672,623,696,3
57,14,4,187,512,179,0
19,20,5,7,404,1,1
47,11,3,114,373,30,5
52,25,6,374,2,1,4
31,28,6,34,212,22,2
32,20,5,51,383,15,4
39,28,6,412,428,541,327
33,27,6,285,431,252,1
22,21,5,130,676,292,12
43,27,6,433,398,687,17
50,24,5,361,421,4,10
27,9,3,3,378,0,1
56,17,4,7,382,0,0
27,16,4,69,246,397,3
49,20,4,111,363,1,6
25,27,6,60,340,116,34
56,28,6,570,336,1032,0
38,18,4,129,195,70,6
27,8,2,34,121,18,5
45,16,4,107,211,223,11
39,27,6,329,335,292,0
29,25,6,267,316,43,11
49,17,4,206,219,46,11
53,17,4,77,227,0,0
49,21,5,109,325,234,13
41,27,6,427,575,1052,0
39,23,5,210,284,286,14
44,26,6,436,449,831,0
65,26,6,311,310,998,0
44,26,6,176,298,91,4
38,19,4,135,279,237,10
48,12,3,40,232,1,1
47,27,6,184,301,1,2
31,16,4,172,296,174,0
57,22,5,68,270,59,1
55,19,5,64,290,57,0
42,15,4,16,274,30,0
27,23,5,6,274,69,4
28,27,6,251,250,362,6
57,24,5,34,215,134,5
43,25,6,168,207,249,9
51,26,6,206,209,242,1
49,10,3,3,176,1,10
51,15,4,0,0,0,1
34,25,6,175,874,59,28
25,13,3,46,348,73,9
47,28,6,687,688,569,23
38,10,3,142,332,150,1
37,26,6,34,263,49,1
22,9,2,46,0,8,7
39,28,6,95,526,322,18
21,20,5,147,389,340,4
29,25,6,315,507,198,16
63,24,6,401,500,727,0
17,8,2,76,484,0,22
39,25,6,110,454,0,15
41,26,6,119,471,359,23
58,28,6,466,443,718,0
32,16,4,122,316,50,2
45,13,3,96,137,0,3
47,28,6,335,423,1335,17
32,18,4,138,376,10,11
31,24,6,190,318,103,10
49,19,5,176,313,67,8
23,20,5,46,297,97,1
25,11,3,51,311,4,10
36,25,6,144,314,129,5
45,20,5,182,301,7,0
40,14,3,140,333,5,11
48,8,3,30,28,73,0
51,26,6,61,312,420,0
30,4,2,28,124,23,1
52,24,6,281,343,711,0
46,15,4,79,290,92,14
44,23,6,279,308,197,16
31,26,6,306,325,366,1
42,28,6,288,68,870,0
23,26,6,70,309,43,10
50,28,6,300,308,728,1
56,8,2,48,274,0,0
49,26,6,492,298,826,0
44,24,6,176,290,166,12
42,28,6,561,283,990,0
40,28,6,263,281,122,12
53,26,6,227,260,275,0
50,24,6,23,215,4,3
33,28,6,43,258,490,11
25,8,3,1,69,2,2
38,28,6,229,223,386,10
40,20,5,32,178,11,4
32,23,5,63,193,3,1
36,27,6,9,191,44,10
43,19,4,377,100,405,4
42,29,6,78,606,35,24
56,25,6,0,217,0,0
25,19,5,368,314,214,17
36,15,4,32,548,77,23
52,28,6,24,263,0,0
24,21,6,15,375,168,11
39,29,6,613,628,176,22
46,27,6,523,229,3,0
42,27,6,676,477,975,18
31,12,5,71,257,2,5
60,28,6,2,0,0,0
55,9,4,0,44,163,0
46,27,6,838,470,1450,6
52,29,6,466,348,53,3
31,8,2,54,433,35,0
31,7,3,22,441,33,4
34,25,6,308,422,406,9
33,22,5,10,409,4,8
37,13,3,6,227,0,17
56,9,4,27,34,1,0
43,24,6,277,207,70,18
36,13,4,43,326,15,2
52,28,6,553,331,5,3
38,26,6,301,334,41,13
45,25,6,245,318,633,0
55,27,6,365,334,954,3
45,21,5,294,319,436,1
49,24,6,40,314,29,0
51,13,3,83,248,127,7
21,10,3,27,63,52,2
46,17,4,32,307,111,1
60,27,6,439,320,1182,0
49,18,4,72,193,107,2
42,24,6,189,315,0,0
45,17,4,126,130,48,0
31,28,6,312,310,618,10
51,9,3,63,83,6,0
35,22,5,7,282,189,5
57,24,6,44,281,144,0
62,27,6,241,277,246,0
34,17,4,42,225,48,1
51,24,5,139,254,237,9
23,5,2,24,242,69,2
19,21,5,3,198,2,9
52,21,5,161,225,166,1
39,26,6,204,410,146,9
35,26,6,41,150,46,6
42,19,4,127,194,156,6
29,14,4,132,362,29,13
35,21,5,148,406,18,9
29,3,1,20,9,1,0
52,11,3,114,277,0,0
34,28,6,564,615,1406,22
18,24,5,5,400,2,2
61,27,6,102,136,0,0
31,7,3,69,60,55,1
65,19,4,7,380,0,0
33,6,2,29,1,0,1
57,22,5,10,392,3,0
60,20,5,74,511,309,0
28,13,3,105,422,16,14
48,27,6,110,467,422,1
22,10,3,70,164,15,20
40,11,3,19,348,23,2
44,27,6,395,427,51,0
56,22,5,190,714,2,0
37,10,2,2,441,1,0
51,17,4,108,391,2,13
40,15,4,6,374,3,22
41,5,2,4,127,1,1
39,18,4,225,546,60,6
60,26,6,113,331,576,0
47,13,3,53,228,54,2
63,25,6,234,318,485,0
29,16,4,157,310,75,2
31,10,3,26,323,30,12
26,19,5,81,296,583,15
53,12,3,48,332,193,0
50,27,6,448,275,50,7
42,14,3,2,267,1,4
43,28,6,287,256,786,11
45,20,4,47,226,124,7
47,6,3,24,72,19,2
39,26,6,83,242,20,1
46,19,5,27,227,9,2
41,25,6,130,230,906,9
40,20,5,185,148,105,9
49,13,4,2,219,0,3
27,13,4,67,118,94,3
48,21,5,81,222,303,4
49,26,6,367,212,713,5
47,25,6,112,205,124,0
30,25,6,5,192,7,2
44,24,6,71,187,56,8
34,15,5,44,66,0,4
51,26,6,151,159,182,0
22,21,5,22,153,33,1
30,8,3,12,54,5,3
45,13,4,6,81,8,2
35,21,5,17,389,3,4
,22,5,61,287,3,20
69,22,5,351,616,201,0
48,26,6,5,1,0,0
48,17,4,190,396,395,12
44,27,6,9,179,2,24
52,23,5,41,310,71,0
44,11,3,59,65,6,1
34,5,2,3,50,146,3
55,8,2,5,399,2,0
37,27,6,381,247,37,16
45,19,4,212,443,12,7
18,28,6,419,458,932,11
21,20,4,202,373,36,15
56,26,6,270,424,360,3
32,6,4,22,93,26,5
23,12,4,20,165,60,3
44,25,6,18,357,14,14
38,4,2,4,357,0,1
45,10,2,11,278,0,0
32,25,6,243,338,341,7
32,21,5,29,348,7,13
31,21,5,36,330,9,3
41,13,3,17,204,6,1
43,25,6,21,320,151,15
45,25,6,204,333,498,13
49,27,6,306,321,1,0
50,17,4,10,319,0,1
56,21,5,269,318,631,1
55,11,3,53,62,152,0
35,24,6,19,369,14,11
54,26,6,47,190,25,0
54,24,6,242,205,61,0
32,23,6,160,298,417,4
44,24,6,127,293,60,16
30,18,4,97,206,113,2
28,11,3,1,254,4,0
46,11,2,7,260,0,4
50,25,6,68,249,78,9
45,28,6,268,283,982,11
36,23,6,214,267,319,2
37,24,6,290,234,37,11
28,12,4,50,44,109,3
25,13,4,64,230,32,5
45,27,6,223,225,382,8
30,19,4,4,185,19,4
28,27,6,136,248,189,8
20,9,3,14,67,6,3
29,21,5,252,351,435,24
35,16,4,238,443,90,22
45,16,4,42,416,17,21
43,17,4,68,50,94,23
38,11,4,209,270,203,1
28,19,5,120,307,124,10
46,25,5,63,514,3,2
63,13,4,0,211,176,0
29,25,6,244,276,41,20
30,17,4,199,470,55,13
48,20,5,123,452,243,21
47,27,6,252,474,575,22
51,26,6,198,220,25,0
43,16,4,31,482,0,1
34,28,6,293,478,31,17
22,27,6,481,481,427,15
49,14,4,151,293,16,7
28,8,2,18,52,10,7
55,27,6,436,0,1,0
41,28,6,70,463,301,18
33,17,4,88,447,0,19
46,18,4,2,434,1,20
37,22,5,315,425,249,17
50,22,5,353,294,678,0
40,24,5,287,431,273,2
42,21,5,131,397,41,13
47,27,6,413,419,490,11
56,19,4,14,386,6,0
30,27,6,395,403,703,11
51,25,6,82,389,158,0
42,21,5,81,393,15,17
28,12,4,106,275,14,4
38,26,6,159,346,6,9
35,23,5,140,357,139,14
34,15,4,41,339,71,5
42,13,3,35,283,42,14
35,19,4,141,327,51,14
50,27,6,271,334,37,0
33,27,6,280,330,405,6
55,27,6,274,312,767,1
54,20,5,252,287,764,0
52,22,5,217,307,59,0
40,20,4,55,307,22,3
33,25,6,29,281,42,1
36,28,6,79,464,71,0
36,9,3,1,261,0,1
62,18,4,116,268,171,0
33,25,6,27,261,536,10
39,26,6,212,214,248,8
17,24,5,8,161,27,9
40,9,4,55,59,155,2
53,15,4,100,151,97,1
45,10,3,31,169,21,1
32,9,3,38,54,2,7
68,27,6,596,598,570,1
28,7,3,67,37,173,6
41,15,4,374,439,728,5
25,10,3,27,41,0,7
46,27,6,441,499,393,24
56,22,5,20,402,2,2
39,26,6,359,487,79,16
28,7,2,12,465,0,1
42,26,6,383,515,821,16
24,22,5,23,365,4,19
57,22,5,241,403,601,0
53,6,2,1,8,11,0
34,4,1,1,366,0,1
31,27,6,374,436,1491,14
42,6,2,29,273,72,7
43,28,6,335,367,329,13
36,21,5,129,292,125,6
37,21,5,28,358,0,0
24,24,6,262,333,452,14
29,11,4,22,90,137,9
56,25,6,283,315,497,0
51,5,2,18,109,73,8
34,19,5,131,216,334,7
53,18,4,189,263,2,0
42,26,6,270,304,323,0
21,21,5,40,287,37,6
52,20,5,7,267,7,2
59,25,6,389,288,374,1
43,28,6,304,285,551,10
27,28,6,219,286,292,11
49,25,6,24,258,13,2
36,24,5,152,267,25,5
44,26,6,30,201,23,3
40,12,3,21,198,57,3
46,24,5,75,193,68,0
23,11,4,34,33,83,1
27,22,5,91,179,178,8
44,22,6,143,176,0,7
23,15,4,8,121,328,1
47,18,4,5,151,0,4
30,23,6,105,149,33,6
41,24,6,138,146,197,6
45,22,6,51,65,243,0
47,13,4,59,85,5,0
40,11,4,8,82,5,1
33,8,3,4,0,3,1
47,19,4,554,310,7,22
32,15,3,6,365,1,1
49,26,6,702,390,41,0
59,27,6,663,659,705,1
39,19,5,287,414,506,0
58,24,5,116,409,6,0
21,13,4,31,378,31,0
47,11,3,36,263,231,17
21,14,4,115,68,242,3
30,12,4,69,205,23,1
44,26,6,3,3,10,0
36,27,6,326,492,773,19
56,16,5,0,99,240,0
49,11,4,35,45,0,3
32,23,5,97,447,89,12
33,8,3,65,172,9,1
37,18,4,94,381,77,1
44,24,5,73,423,212,18
34,14,3,33,389,39,5
43,21,5,146,218,371,1
28,27,6,33,404,56,8
28,26,6,357,378,888,12
22,17,4,108,397,138,15
51,6,2,8,363,0,8
44,24,6,236,359,473,13
29,25,6,294,345,130,10
52,28,6,90,345,138,1
47,9,3,82,154,187,11
41,20,5,136,289,137,1
28,12,3,11,0,0,15
26,13,3,10,324,16,16
56,27,6,331,326,960,0
48,25,6,200,434,504,13
34,11,3,37,249,25,4
35,27,6,232,300,1133,12
52,10,2,53,280,150,0
50,16,4,9,254,0,4
37,28,6,287,362,1124,11
49,27,6,272,283,332,0
46,26,6,199,275,275,10
47,26,6,270,320,840,18
43,16,4,1,245,0,9
45,25,6,149,217,325,8
13,26,6,186,207,102,8
29,22,5,139,188,2,8
76,24,6,178,201,198,0
42,18,4,72,201,117,9
52,18,4,4,178,0,1
33,25,6,2,58,5,0
49,27,6,366,391,6,0
27,9,3,118,387,2,13
38,26,6,75,405,36,24
28,9,2,51,516,29,15
39,16,4,107,222,152,13
50,20,5,9,504,13,13
47,6,3,70,0,103,0
41,28,6,764,476,41,21
19,3,1,2,482,13,0
47,28,6,164,483,549,7
56,29,6,915,462,1548,0
32,28,6,400,456,31,15
33,21,5,11,298,53,6
37,24,6,325,423,438,13
25,28,6,307,404,135,15
35,22,5,187,379,243,19
47,12,3,3,35,100,0
34,12,3,129,135,233,15
43,19,4,133,285,142,16
36,26,6,308,393,2,9
21,27,6,123,363,298,16
49,28,6,381,370,531,18
57,23,5,31,331,20,0
38,14,3,73,340,10,6
52,16,4,125,347,71,0
34,27,6,320,350,1029,17
32,28,6,324,338,442,12
32,24,6,30,225,37,12
59,27,6,2,0,0,0
31,21,5,176,240,186,12
41,23,5,245,333,15,14
57,27,6,330,332,636,0
59,27,6,321,325,42,0
34,18,4,131,284,60,11
45,26,6,134,649,348,19
36,12,4,124,136,329,9
37,26,6,90,239,66,0
53,8,2,1,0,4,0
49,28,6,463,310,1144,7
41,23,6,237,275,238,0
46,18,4,215,288,87,10
51,27,6,349,277,617,0
37,13,3,70,201,78,10
56,25,6,265,250,56,1
33,7,3,11,83,57,5
27,11,3,35,254,152,8
67,28,6,133,223,277,0
41,27,6,207,221,762,8
48,27,6,203,191,690,9
42,23,5,239,548,837,30
58,29,6,248,619,59,2
55,28,6,622,701,966,1
22,4,1,16,20,11,3
42,12,3,218,203,167,28
45,27,6,1274,568,607,25
26,27,6,358,412,441,25
45,27,6,413,574,252,10
34,19,4,322,528,230,17
50,26,6,298,463,266,10
28,11,3,35,273,20,16
36,11,4,61,244,15,7
34,19,4,33,405,0,0
36,13,4,12,360,0,9
54,16,4,165,301,530,4
62,17,4,15,112,0,0
37,25,6,327,297,129,3
36,16,4,37,237,45,0
38,11,3,53,86,0,3
44,25,6,274,627,379,0
45,3,1,5,170,29,1
41,25,6,53,265,40,11
23,19,4,11,311,5,2
32,16,5,82,175,101,2
43,25,6,209,311,687,11
50,28,6,318,308,487,7
119,27,6,46,308,64,11
45,26,6,268,291,4,11
48,14,3,30,271,35,13
55,23,5,170,416,166,1
24,9,4,32,147,36,3
48,16,4,114,202,129,0
49,27,6,241,247,375,39
41,12,3,2,143,12,2
52,26,6,216,220,242,0
44,25,6,190,177,166,9
49,20,5,99,196,5,7
28,9,3,22,69,1,1
64,6,2,3,3,4,0
53,23,6,158,160,3,0
43,23,6,67,141,26,6
31,20,5,118,29,3,1
58,23,6,157,169,197,0
41,24,5,45,161,0,2
57,27,6,176,160,560,0
54,23,6,89,123,284,1
30,23,6,2,0,1,4
22,18,5,39,120,129,4
39,20,5,2,106,1,3
25,14,4,1,95,0,3
48,11,3,181,269,218,11
32,6,2,23,139,4,2
30,20,5,427,5,16,22
34,5,1,12,68,2,1
35,9,3,33,158,1,5
37,26,6,60,371,0,28
28,4,2,1,7,0,1
37,26,6,617,638,702,24
46,20,4,103,263,59,27
32,21,5,2,390,0,4
40,7,3,0,282,96,4
40,22,5,221,405,6,20
62,27,6,183,317,217,0
50,26,6,359,320,0,6
26,25,6,373,454,24,0
46,8,3,1,1,0,1
43,28,6,243,393,10,18
53,22,5,297,456,46,1
42,15,3,14,373,9,0
47,19,4,70,398,46,10
50,8,3,58,342,137,6
36,20,4,26,276,16,1
32,28,6,342,333,1367,0
46,25,6,71,221,16,11
56,28,6,621,335,694,2
51,13,3,57,249,2,2
56,27,6,622,331,923,0
34,24,6,286,327,332,1
40,26,6,158,368,693,13
44,27,6,668,325,1500,13
37,8,2,13,289,50,6
46,25,6,287,317,99,1
46,26,6,93,314,50,11
52,21,5,84,390,370,0
51,28,6,157,310,118,1
40,16,4,45,246,3,0
57,22,5,204,215,323,0
45,17,4,45,235,17,14
49,27,6,276,284,718,0
37,15,5,7,50,139,4
51,23,5,203,82,141,0
50,15,5,165,253,24,0
34,20,5,106,243,277,0
35,12,3,1,197,2,10
44,21,5,136,234,200,8
29,24,5,3,248,21,3
38,27,6,213,219,100,10
56,24,6,162,171,180,0
43,22,6,144,156,339,7
22,22,6,38,156,57,6
32,11,4,1,53,0,0
35,19,4,302,607,305,13
40,22,6,12,116,6,0
56,21,5,271,799,9,9
24,11,5,32,40,29,3
40,12,3,86,333,20,22
35,12,3,34,402,20,5
28,22,5,226,445,24,11
48,25,6,104,487,43,8
56,27,6,361,179,0,6
58,17,4,88,429,150,1
28,11,3,85,461,158,1
49,26,6,490,427,7,0
35,11,3,24,238,17,18
49,22,5,67,408,57,9
35,13,3,106,368,183,12
52,24,6,1,264,0,4
63,27,6,342,395,0,0
47,26,6,357,366,33,16
42,14,3,27,359,1,15
26,8,2,8,227,15,3
22,8,3,56,287,24,1
18,15,4,30,334,239,7
51,11,3,11,330,9,2
36,28,6,178,334,254,11
50,26,6,108,325,583,0
30,27,6,122,330,155,10
35,7,3,30,180,24,4
57,26,6,390,317,1010,0
47,8,3,78,120,0,3
49,6,2,1,246,1,5
33,19,5,99,242,172,5
46,7,3,35,297,17,7
27,21,5,97,276,101,8
30,25,6,163,233,119,3
39,25,6,227,230,276,7
45,24,6,255,207,0,0
39,15,4,36,210,99,7
46,18,5,59,252,16,0
36,16,4,1,168,0,4
23,16,4,18,113,24,10
58,22,5,116,139,0,0
44,21,6,130,127,221,8
44,18,4,34,131,6,6
42,21,5,75,108,219,0
44,19,5,10,74,8,1
58,2,1,3,8,2,0
35,21,6,80,84,58,5
33,21,6,56,51,118,2
32,21,5,277,380,4,5
31,4,2,13,27,29,3
26,6,3,3,48,8,1
42,22,5,282,590,2,3
,25,6,0,208,213,1
43,14,3,132,582,111,10
40,2,1,0,150,0,0
56,29,6,298,497,820,0
36,19,5,5,375,14,2
41,16,4,113,502,248,20
35,14,3,13,273,284,19
27,25,6,157,496,28,16
49,26,6,67,439,107,17
31,22,5,214,447,18,13
27,25,6,31,440,3,2
58,25,5,138,403,9,1
38,7,3,92,81,6,0
37,23,5,101,388,123,14
43,27,6,356,345,1,19
62,28,6,334,400,328,1
48,27,6,160,396,70,7
44,9,2,47,335,81,15
39,20,5,40,367,76,4
38,9,3,57,185,36,5
52,26,6,460,468,1,1
24,20,5,156,237,299,9
46,27,6,314,358,987,0
54,12,3,54,315,0,15
38,21,5,22,353,8,12
36,16,4,42,314,11,13
49,26,6,337,348,4,11
37,27,6,72,333,44,7
35,14,3,53,307,3,5
22,9,3,42,254,10,3
61,24,5,183,316,52,0
66,19,4,87,334,0,0
47,18,4,6,284,11,0
54,26,6,319,323,8,0
45,26,6,299,311,0,0
46,12,3,6,310,12,4
46,21,5,94,329,0,6
53,21,5,52,231,20,0
31,13,4,55,82,159,5
38,17,4,49,270,77,8
54,13,3,7,281,2,0
46,24,6,309,306,54,0
28,13,3,5,298,12,10
32,18,4,12,231,64,7
33,21,5,32,231,116,9
49,7,2,17,0,6,1
50,17,4,19,7,0,13
25,22,5,2,405,5,8
47,5,1,29,0,6,2
24,22,6,17,320,157,23
39,20,5,47,402,0,25
56,22,5,30,341,0,0
35,24,6,587,399,51,8
46,28,6,49,328,88,9
21,4,1,4,96,7,2
35,11,2,73,327,165,19
23,4,1,4,248,1,1
41,10,3,27,150,1,2
40,9,2,47,84,94,5
31,24,6,119,366,0,10
44,13,3,103,379,11,13
57,22,5,5,321,3,0
41,22,5,181,295,45,13
48,5,2,2,40,4,0
39,26,6,312,324,592,12
43,8,2,4,25,3,0
48,25,6,215,319,89,0
52,27,6,309,332,910,0
31,15,4,74,320,71,1
28,5,2,17,111,8,4
40,14,3,83,209,113,1
18,16,4,13,148,53,13
40,24,5,42,0,2,0
21,10,4,24,31,23,1
61,15,3,2,294,14,0
46,25,6,295,294,0,3
62,27,6,294,299,973,0
60,10,3,43,275,33,0
32,24,6,245,265,241,1
38,8,2,2,101,15,3
48,20,5,181,240,0,3
41,24,6,208,230,10,9
46,19,5,57,221,1,7
27,22,5,171,195,265,1
43,19,5,172,195,358,9
33,25,6,192,207,197,0
43,27,6,126,190,675,10
39,23,5,69,228,147,8
33,10,2,5,184,1,7
36,24,6,196,173,170,8
54,25,6,144,175,550,1
45,23,6,141,162,282,11
37,20,5,28,150,126,5
48,14,4,25,169,9,2
43,13,4,38,282,1,1
24,24,5,188,478,502,12
51,21,5,257,384,357,1
45,27,6,173,394,60,1
32,11,4,93,213,228,6
50,7,2,14,526,3,5
28,26,6,120,494,170,17
35,27,6,603,463,182,18
36,9,4,14,54,10,3
32,18,4,8,389,183,3
58,17,4,295,433,440,0
32,22,5,7,412,9,20
53,22,6,199,170,136,0
29,16,4,5,376,1,2
42,15,4,228,330,296,0
38,26,6,385,387,4,14
40,25,6,219,364,57,14
27,23,5,44,320,48,1
44,27,6,46,336,19,0
35,27,6,236,330,35,13
37,25,6,147,457,512,10
40,20,5,107,274,484,0
59,24,6,10,313,2,0
26,27,6,92,304,4,0
47,11,3,87,296,2,2
27,26,6,264,301,202,16
47,20,5,2,0,0,0
23,17,5,60,92,141,9
27,6,3,2,102,2,3
58,20,5,121,246,390,0
39,13,5,27,282,40,5
43,21,5,171,291,10,6
26,12,3,26,188,34,2
34,28,6,219,223,325,10
35,23,5,156,222,144,1
30,19,5,58,210,280,3
21,17,4,70,138,23,1
38,27,6,263,192,616,6
22,25,6,152,187,442,0
19,9,2,5,109,11,10
44,24,6,23,178,87,6
22,13,4,39,38,99,1
30,22,6,147,165,240,7
47,15,4,5,162,21,2
52,23,6,133,158,186,3
30,23,5,117,132,134,4
44,23,6,137,136,146,6
31,25,6,13,126,22,5
69,21,5,62,122,1,0
38,26,6,624,631,737,89
,10,3,0,291,90,7
33,4,2,30,264,36,12
32,14,4,7,55,5,1
31,10,3,32,31,0,1
36,24,5,211,202,248,6
34,10,2,32,9,21,26
32,25,6,331,419,47,15
34,11,4,9,117,5,1
60,4,1,3,1,1,0
50,13,3,61,465,56,0
36,24,5,264,507,37,23
43,7,2,7,380,4,2
41,27,6,555,476,961,20
51,11,5,46,59,57,0
55,26,6,445,473,597,1
49,8,3,54,246,14,1
18,25,6,11,410,25,1
34,22,5,38,416,48,2
27,16,5,52,62,240,2
42,26,6,176,446,137,12
31,22,5,311,334,588,0
30,3,1,25,339,63,3
37,18,4,149,341,57,4
48,27,6,404,333,39,0
59,25,6,291,313,756,0
35,27,6,109,332,176,1
52,24,6,363,464,160,1
50,21,5,1,258,7,5
48,28,6,92,316,15,0
45,25,6,14,313,272,14
43,26,6,262,305,383,0
45,15,4,176,198,8,11
59,27,6,286,303,1026,1
42,24,6,235,276,114,10
57,23,5,40,255,45,0
45,18,4,35,272,164,17
36,17,4,100,188,5,1
28,25,6,345,238,587,10
65,13,3,13,105,0,0
67,5,2,3,223,0,0
24,26,6,40,189,584,3
31,25,6,5,209,27,5
38,3,2,2,195,0,2
32,23,6,146,177,343,1
42,27,6,254,192,729,9
58,26,6,4,74,0,0
45,25,6,125,177,6,11
25,24,6,23,173,417,5
23,23,5,140,199,399,15
47,11,3,1,149,0,1
38,26,6,126,190,23,0
24,12,4,58,159,128,1
33,25,6,144,177,648,2
49,24,6,173,167,256,4
53,25,6,152,161,28,0
36,12,3,10,151,14,1
33,17,4,19,106,106,3
24,17,4,38,149,170,4
40,25,6,152,149,450,7
29,17,4,16,111,61,7
27,22,5,108,130,123,3
45,10,4,42,46,3,0
34,22,5,97,129,175,5
20,16,4,7,79,40,0
38,23,6,78,117,4,4
44,22,6,112,110,127,5
55,22,6,114,112,370,3
31,12,4,8,79,8,1
44,16,4,107,60,152,5
30,24,6,92,102,10,1
36,12,3,8,51,7,0
32,14,4,6,58,13,2
20,6,2,6,38,10,2
51,21,6,90,87,214,0
54,21,6,80,84,25,4
27,23,6,78,143,217,5
53,23,6,59,68,122,0
50,23,6,100,68,204,1
17,20,5,64,67,184,4
33,22,6,35,67,73,2
33,14,3,37,56,20,3
25,18,4,53,54,36,5
37,22,6,60,67,54,2
41,19,5,17,63,16,2
44,19,5,36,59,104,3
31,19,5,4,61,45,1
33,10,3,27,33,0,1
37,19,6,61,58,209,2
26,18,6,53,55,134,2
17,13,5,35,44,59,2
42,22,6,44,44,7,3
41,22,6,21,44,94,3
49,22,6,44,44,42,1
21,13,3,25,24,20,1
26,18,5,27,37,3,0
26,20,5,36,40,39,1
32,20,5,35,39,128,2
19,8,2,19,23,216,5
28,12,3,7,1,1,1
47,26,6,390,46,431,29
33,7,2,8,213,3,1
32,9,2,3,387,1,2
32,5,2,31,67,5,3
30,9,4,41,27,86,4
56,28,6,300,398,425,1
43,19,5,99,568,129,10
54,26,6,9,430,0,9
58,8,4,0,84,0,0
42,17,4,492,233,728,0
36,7,3,0,44,81,3
43,16,4,26,515,200,20
45,20,4,21,424,0,15
56,20,4,73,76,16,0
47,28,6,486,990,207,11
24,17,4,84,264,146,7
57,28,6,457,452,18,0
30,25,6,271,419,71,9
31,27,6,386,417,627,9
35,11,3,11,167,20,6
51,11,3,73,149,20,11
52,25,6,2,355,0,0
39,15,4,143,335,412,11
27,15,4,63,349,0,0
22,13,4,138,339,260,11
28,25,6,279,328,287,1
46,28,6,364,337,372,15
27,26,6,38,338,797,12
34,20,4,26,330,32,2
52,19,4,16,335,31,3
45,15,4,3,53,0,2
57,21,5,135,320,206,0
53,17,5,103,267,409,0
44,26,6,89,456,282,12
53,27,6,297,301,0,2
52,22,5,183,304,187,0
67,26,6,290,303,555,0
46,12,3,61,223,52,4
46,23,6,372,293,375,3
39,6,1,5,248,6,12
37,12,3,48,281,82,7
19,13,3,17,417,48,16
25,17,5,153,269,141,9
34,25,6,237,261,28,10
31,24,6,210,225,207,1
56,20,5,199,221,223,1
41,16,4,106,205,13,6
